돈까스회관 구미옥계점,경북 구미시 옥계북로 84 1층,128.42821266428,36.1382600678556
송화잔기지떡 구미 김천점,경북 구미시 옥계북로12길 5,128.4239789375,36.138341666077
BHC치킨 구미신옥계4공단점,경북 구미시 옥계북로 59,128.422337961067,36.1366975060527
파리바게뜨 구미4공단점,경북 구미시 산호대로31길 20,128.427650872538,36.1379047840846
디저트39 구미옥계점,경북 구미시 산호대로31길 6 2층,128.421631434874,36.1438954508656
시리베이커리,경북 구미시 옥계신당로3길 17,128.425915778788,36.1375030086199
아이스크림할인점 구미옥계점,경북 구미시 옥계북로 60-1,128.422597836861,36.1380284486581
단골손님 구미옥계점,경북 구미시 산호대로29길 9,128.419641070251,36.1373053284599
태평양참치 옥계점,경북 구미시 산호대로29길 8-6,128.424156143831,36.1379490101005
중화루 옥계점,경북 구미시 산호대로35길 12-21,128.418610085384,36.1396840887611
설기원,경북 구미시 산호대로31길 16 1층,128.41825437944,36.139265583004
명륜등심해장국 옥계점,경북 구미시 옥계북로1길 3-9,128.422504928285,36.1376326957101
와가야카레,경북 구미시 옥계북로1길 7-12,128.42321650894,36.1377514800507
카페은,경북 구미시 산호대로29길 13-14,128.422638678792,36.1368879467689
청담초밥,경북 구미시 산호대로33길 17-5,128.418562191391,36.1379063700774
명장화로,경북 구미시 옥계북로1길 7-7,128.42145165461,36.1377369375804
옥계황태덕장,경북 구미시 산호대로31길 12-25,128.418299572714,36.1395667453917
도담갈비,경북 구미시 산호대로29길 14-7,128.420762410907,36.1376184183834
텐퍼센트커피 구미옥계점,경북 구미시 옥계북로 50 1층,128.418166778768,36.1381390388963
오대감참가자미횟집,경북 구미시 산호대로29길 13-19 1층,128.422893784474,36.1380097935833
노랑통닭 구미옥계점,경북 구미시 산호대로29길 20-14 1층,128.422463839109,36.1374243023849
롯데리아 구미양포점,경북 구미시 옥계북로 7,128.418038548815,36.1376127666143
김밥천국 나누리옥계1호점,경북 구미시 산호대로31길 14,128.418411973805,36.1388185591829
심여사천북양념통닭,경북 구미시 옥계남로 79 1층,128.423050278193,36.1379954984371
명륜진사갈비 구미옥계점,경북 구미시 산호대로29길 7-19 1층,128.421624489733,36.1434059510345
해피치즈스마일 옥계점,경북 구미시 옥계신당로1길 21-36 2층,128.425101988658,36.1356764683025
곱창고 구미옥계점,경북 구미시 산호대로29길 9,128.420836423353,36.1381742570623
북경양꼬치,경북 구미시 산호대로29길 19-7,128.419309943952,36.1379796927772
고놈에불향쭈꾸미 옥계점,경북 구미시 옥계신당로5길 51-29 1층,128.418881645568,36.1369227887324
고봉민김밥인 구미옥계점,경북 구미시 옥계북로 50-1 102호,128.423590054803,36.1366783926606
최권수쉐프의카페쿠미,경북 구미시 산호대로29길 20-7 1층 104호,128.419513531949,36.1377613693557
한신포차 구미옥계점,경북 구미시 산호대로29길 13-4 1층,128.423820773725,36.1377225797742
위대한양 옥계점,경북 구미시 산호대로29길 7-7 1층,128.425404130009,36.1379842643569
두찜 구미옥계점,경북 구미시 산호대로33길 5 1층,128.421249378605,36.1372455203551
짚불황소돌양곱창 옥계점,경북 구미시 산호대로29길 14-14,128.425108207672,36.137469908477
달봉이 떡볶이,경북 구미시 산호대로35길 18-1 1층 102호,128.418732511165,36.1373333975431
